name,retinue,weapon,shield,armor,ranged,tiltyard,size,tags,playstyle,wins,losses,mut_wipe,indecisive,n_battles,win_rate,loss_rate,decisive_rate,decisive_win_rate,avg_self_survivors,avg_opp_survivors,kill_efficiency,upkeep_per_retinue,army_upkeep,wins_per_1000_upkeep,military_pursuit_count,domain_count,pursuits
"MaA/Morningstar+Crossbow/FullPlate (TY) [Drilled, Nimble, Cond+1, GF, ImmU, Immune Strain]",Man-at-Arms,Morningstar,,Full Plate,Crossbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble",Random,83868,21641,7942,849,114300,0.7338,0.1893,0.9926,0.7949,16.07,5.27,10.80,1200,60000,1397.80,9,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Royal Pavilion|Tannery|Tiltyard
"MaA/WarHammer+Longbow/FullPlate (TY) [Drilled, Nimble, Cond+1, GF, ImmU, Immune Strain]",Man-at-Arms,War Hammer,,Full Plate,Longbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble",Random,84971,20776,7651,902,114300,0.7434,0.1818,0.9921,0.8035,15.94,4.77,11.17,1200,60000,1416.18,9,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Royal Pavilion|Tannery|Tiltyard
"MaA/WarHammer+Javelin/FullPlate (TY) [Drilled, Nimble, Cond+1, GF, ImmU, Immune Strain]",Man-at-Arms,War Hammer,,Full Plate,Javelin,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble",Random,81962,23345,8073,920,114300,0.7171,0.2042,0.9920,0.7783,14.98,5.59,9.39,1200,60000,1366.03,9,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Royal Pavilion|Tannery|Tiltyard
"MaA/WarHammer+Crossbow/FullPlate (TY) [Drilled, Nimble, Cond+1, GF, ImmU, Immune Strain]",Man-at-Arms,War Hammer,,Full Plate,Crossbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble",Random,81931,23216,8264,889,114300,0.7168,0.2031,0.9922,0.7792,15.04,5.56,9.48,1200,60000,1365.52,9,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Royal Pavilion|Tannery|Tiltyard
"MaA/Bastard+Longbow/Tower/FullPlate (TY) [Drilled, Nimble, Cond+1, GF, ImmU, Immune Strain]",Man-at-Arms,Bastard Sword,Tower Shield,Full Plate,Longbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble",Random,106159,5436,1798,907,114300,0.9288,0.0476,0.9921,0.9513,25.63,1.39,24.24,1000,50000,2123.18,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Joinery|Royal Pavilion|Tannery|Tiltyard
"MaA/Bastard+Javelin/Tower/FullPlate (TY) [Drilled, Nimble, Cond+1, GF, ImmU, Immune Strain]",Man-at-Arms,Bastard Sword,Tower Shield,Full Plate,Javelin,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble",Random,105235,6009,2167,889,114300,0.9207,0.0526,0.9922,0.9460,25.06,1.56,23.49,1000,50000,2104.70,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Joinery|Royal Pavilion|Tannery|Tiltyard
"MaA/Bastard+Crossbow/Tower/FullPlate (TY) [Drilled, Nimble, Cond+1, GF, ImmU, Immune Strain]",Man-at-Arms,Bastard Sword,Tower Shield,Full Plate,Crossbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble",Random,105184,5984,2221,911,114300,0.9202,0.0524,0.9920,0.9462,24.94,1.63,23.31,1000,50000,2103.68,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Joinery|Royal Pavilion|Tannery|Tiltyard
"MaA/Lance+Crossbow/FullPlate (TY) [Drilled, Nimble, Cond+1, GF, ImmU, Immune Strain]",Man-at-Arms,Lance,,Full Plate,Crossbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble",Random,88408,18571,6409,912,114300,0.7735,0.1625,0.9920,0.8264,17.34,4.02,13.32,1200,60000,1473.47,9,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Royal Pavilion|Stable|Tannery|Tiltyard
"MaA/Lance3+Crossbow/FullPlate (TY) [Drilled, Nimble, Cond+1, GF, ImmU, Immune Strain]",Man-at-Arms,Lance3,,Full Plate,Crossbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble",Random,88379,18623,6377,921,114300,0.7732,0.1629,0.9919,0.8260,17.35,4.06,13.29,1200,60000,1472.98,9,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Royal Pavilion|Stable|Tannery|Tiltyard
"MaA/Cavalry Spear+Crossbow/FullPlate (TY) [Drilled, Nimble, Cond+1, GF, ImmU, Immune Strain]",Man-at-Arms,Cavalry Spear,,Full Plate,Crossbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble",Random,81589,23388,8392,931,114300,0.7138,0.2046,0.9919,0.7772,15.26,5.64,9.62,1200,60000,1359.82,9,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Royal Pavilion|Stable|Tannery|Tiltyard
"MaA/2HBastard/FullPlate [GF, Outr:once, Cond+1]",Man-at-Arms,2HBastard,,Full Plate,,False,50,"Cond Field,GF Armor,Outrider: once",Random,41230,24729,26524,1567,94050,0.4384,0.2629,0.9833,0.6251,10.07,7.63,2.44,1400,70000,589.00,7,19,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Coliseum|Forge|Gilded Foundry|Outrider Intercept Post|Tannery
"MaA/WarHammer/FullPlate [GF, Outr:once, Cond+1]",Man-at-Arms,War Hammer,,Full Plate,,False,50,"Cond Field,GF Armor,Outrider: once",Random,28248,31944,32335,1523,94050,0.3004,0.3396,0.9838,0.4693,6.68,12.23,-5.55,1400,70000,403.54,7,19,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Coliseum|Forge|Gilded Foundry|Outrider Intercept Post|Tannery
"MaA/Bastard/Tower/FullPlate [GF, Outr:once, Cond+1]",Man-at-Arms,Bastard Sword,Tower Shield,Full Plate,,False,50,"Cond Field,GF Armor,Outrider: once",Random,39051,12072,41336,1591,94050,0.4152,0.1284,0.9831,0.7639,11.59,5.84,5.75,1200,60000,650.85,9,19,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Forge|Gilded Foundry|Joinery|Outrider Intercept Post|Tannery
"MaA/Longbow/FullPlate [GF, Outr:once, Cond+1]",Man-at-Arms,,,Full Plate,Longbow,False,50,"Cond Field,GF Armor,Outrider: once",Random,66375,10877,15279,1519,94050,0.7057,0.1157,0.9838,0.8592,19.10,3.23,15.87,1200,60000,1106.25,9,19,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Forge|Gilded Foundry|Outrider Intercept Post|Tannery
"MaA/Crossbow/FullPlate [GF, Outr:once, Cond+1]",Man-at-Arms,,,Full Plate,Crossbow,False,50,"Cond Field,GF Armor,Outrider: once",Random,28301,32058,32157,1534,94050,0.3009,0.3409,0.9837,0.4689,6.90,12.96,-6.06,1200,60000,471.68,9,19,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Forge|Gilded Foundry|Outrider Intercept Post|Tannery
"MaA/Crossbow/Tower/FullPlate [GF, Outr:once, Cond+1]",Man-at-Arms,,Tower Shield,Full Plate,Crossbow,False,50,"Cond Field,GF Armor,Outrider: once",Random,38920,12115,41365,1650,94050,0.4138,0.1288,0.9825,0.7626,11.57,6.23,5.34,1000,50000,778.40,10,19,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Forge|Gilded Foundry|Joinery|Outrider Intercept Post|Tannery
"MaA/2HBastard+Longbow/FullPlate (TY) [ImmU, GF, Outr:once, Cond+1]",Man-at-Arms,2HBastard,,Full Plate,Longbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Outrider: once",Random,45877,21261,25321,1591,94050,0.4878,0.2261,0.9831,0.6833,11.48,6.21,5.28,1200,60000,764.62,10,22,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Forge|Gilded Foundry|Outrider Intercept Post|Tannery|Tiltyard
"MaA/2HBastard+Javelin/FullPlate (TY) [ImmU, GF, Outr:once, Cond+1]",Man-at-Arms,2HBastard,,Full Plate,Javelin,True,50,"Cond Field,GF Armor,Immune Unwieldy,Outrider: once",Random,42054,23834,26556,1606,94050,0.4471,0.2534,0.9829,0.6383,10.16,7.12,3.04,1200,60000,700.90,10,22,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Forge|Gilded Foundry|Outrider Intercept Post|Tannery|Tiltyard
"MaA/2HBastard+Crossbow/FullPlate (TY) [ImmU, GF, Outr:once, Cond+1]",Man-at-Arms,2HBastard,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Outrider: once",Random,40301,24862,27243,1644,94050,0.4285,0.2643,0.9825,0.6185,9.70,7.59,2.11,1200,60000,671.68,10,22,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Forge|Gilded Foundry|Outrider Intercept Post|Tannery|Tiltyard
"MaA/Morningstar+Crossbow/FullPlate (TY) [ImmU, GF, Outr:once, Cond+1]",Man-at-Arms,Morningstar,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Outrider: once",Random,37067,27132,28287,1564,94050,0.3941,0.2885,0.9834,0.5774,8.75,8.48,0.27,1200,60000,617.78,10,22,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Forge|Gilded Foundry|Outrider Intercept Post|Tannery|Tiltyard
"MaA/WarHammer+Longbow/FullPlate (TY) [ImmU, GF, Outr:once, Cond+1]",Man-at-Arms,War Hammer,,Full Plate,Longbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Outrider: once",Random,35606,26377,30542,1525,94050,0.3786,0.2805,0.9838,0.5744,8.38,7.32,1.07,1200,60000,593.43,10,22,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Forge|Gilded Foundry|Outrider Intercept Post|Tannery|Tiltyard
"MaA/WarHammer+Javelin/FullPlate (TY) [ImmU, GF, Outr:once, Cond+1]",Man-at-Arms,War Hammer,,Full Plate,Javelin,True,50,"Cond Field,GF Armor,Immune Unwieldy,Outrider: once",Random,32743,28495,31254,1558,94050,0.3481,0.3030,0.9834,0.5347,7.74,8.41,-0.67,1200,60000,545.72,10,22,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Forge|Gilded Foundry|Outrider Intercept Post|Tannery|Tiltyard
"MaA/WarHammer+Crossbow/FullPlate (TY) [ImmU, GF, Outr:once, Cond+1]",Man-at-Arms,War Hammer,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Outrider: once",Random,31972,29358,31152,1568,94050,0.3399,0.3122,0.9833,0.5213,7.58,9.01,-1.44,1200,60000,532.87,10,22,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Forge|Gilded Foundry|Outrider Intercept Post|Tannery|Tiltyard
"MaA/Lance+Crossbow/FullPlate (TY) [ImmU, GF, Outr:once, Cond+1]",Man-at-Arms,Lance,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Outrider: once",Random,43236,22752,26476,1586,94050,0.4597,0.2419,0.9831,0.6552,10.09,6.18,3.91,1200,60000,720.60,10,22,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Forge|Gilded Foundry|Outrider Intercept Post|Stable|Tannery|Tiltyard
"MaA/Lance3+Crossbow/FullPlate (TY) [ImmU, GF, Outr:once, Cond+1]",Man-at-Arms,Lance3,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Outrider: once",Random,43236,22737,26483,1594,94050,0.4597,0.2418,0.9831,0.6554,10.08,6.16,3.92,1200,60000,720.60,10,22,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Forge|Gilded Foundry|Outrider Intercept Post|Stable|Tannery|Tiltyard
"MaA/Cavalry Spear+Crossbow/FullPlate (TY) [ImmU, GF, Outr:once, Cond+1]",Man-at-Arms,Cavalry Spear,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Outrider: once",Random,34682,27561,30201,1606,94050,0.3688,0.2930,0.9829,0.5572,8.29,8.35,-0.05,1200,60000,578.03,10,22,Animal Husbandry|Armory|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Forge|Gilded Foundry|Outrider Intercept Post|Stable|Tannery|Tiltyard
"MaA/2HBastard/FullPlate [GF, Outr:every, Cond+1]",Man-at-Arms,2HBastard,,Full Plate,,False,50,"Cond Field,GF Armor,Outrider: every",Random,47111,16390,22197,8352,94050,0.5009,0.1743,0.9112,0.7419,14.56,7.32,7.24,1400,70000,673.01,9,19,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Coliseum|Forge|Gilded Foundry|Outrider Intercept Post|Outrider Mastery|Tannery
"MaA/WarHammer/FullPlate [GF, Outr:every, Cond+1]",Man-at-Arms,War Hammer,,Full Plate,,False,50,"Cond Field,GF Armor,Outrider: every",Random,29014,24574,31444,9018,94050,0.3085,0.2613,0.9041,0.5414,9.00,12.24,-3.25,1400,70000,414.49,9,19,Animal Husbandry|Armory|Caravanery|Cipher Chamber|Coliseum|Forge|Gilded Foundry|Outrider Intercept Post|Outrider Mastery|Tannery
"MaA/2HBastard/FullPlate [GF, Rend, Cond+1]",Man-at-Arms,2HBastard,,Full Plate,,False,50,"Cond Field,GF Armor,Rend",Random,58779,30077,29702,892,119450,0.4921,0.2518,0.9925,0.6615,11.33,6.55,4.78,1200,60000,979.65,5,9,Animal Husbandry|Armory|Coliseum|Forge|Gilded Foundry|MWRend|Tannery
"MaA/WarHammer/FullPlate [GF, Rend, Cond+1]",Man-at-Arms,War Hammer,,Full Plate,,False,50,"Cond Field,GF Armor,Rend",Random,44484,37567,36519,880,119450,0.3724,0.3145,0.9926,0.5422,8.28,11.13,-2.85,1200,60000,741.40,5,9,Animal Husbandry|Armory|Coliseum|Forge|Gilded Foundry|MWRend|Tannery
"MaA/Bastard/Tower/FullPlate [GF, Rend, Cond+1]",Man-at-Arms,Bastard Sword,Tower Shield,Full Plate,,False,50,"Cond Field,GF Armor,Rend",Random,57234,13418,47871,927,119450,0.4791,0.1123,0.9922,0.8101,13.77,4.74,9.03,1000,50000,1144.68,7,9,Animal Husbandry|Armory|Carpentry|Coliseum|Forge|Gilded Foundry|Joinery|MWRend|Tannery
"MaA/Longbow/FullPlate [GF, Rend, Cond+1]",Man-at-Arms,,,Full Plate,Longbow,False,50,"Cond Field,GF Armor,Rend",Random,90775,11487,16341,847,119450,0.7599,0.0962,0.9929,0.8877,19.77,1.85,17.92,1000,50000,1815.50,7,9,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Tannery
"MaA/Crossbow/FullPlate [GF, Rend, Cond+1]",Man-at-Arms,,,Full Plate,Crossbow,False,50,"Cond Field,GF Armor,Rend",Random,44783,37430,36331,906,119450,0.3749,0.3134,0.9924,0.5447,8.46,11.69,-3.23,1000,50000,895.66,7,9,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Tannery
"MaA/Crossbow/Tower/FullPlate [GF, Rend, Cond+1]",Man-at-Arms,,Tower Shield,Full Plate,Crossbow,False,50,"Cond Field,GF Armor,Rend",Random,57219,13331,48014,886,119450,0.4790,0.1116,0.9926,0.8110,13.74,4.96,8.78,800,40000,1430.47,8,9,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Joinery|MWRend|Tannery
"MaA/2HBastard+Longbow/FullPlate (TY) [ImmU, GF, Rend, Cond+1]",Man-at-Arms,2HBastard,,Full Plate,Longbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Rend",Random,63762,26118,28692,878,119450,0.5338,0.2187,0.9926,0.7094,12.47,5.13,7.34,1000,50000,1275.24,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Tannery|Tiltyard
"MaA/2HBastard+Javelin/FullPlate (TY) [ImmU, GF, Rend, Cond+1]",Man-at-Arms,2HBastard,,Full Plate,Javelin,True,50,"Cond Field,GF Armor,Immune Unwieldy,Rend",Random,59314,28962,30237,937,119450,0.4966,0.2425,0.9922,0.6719,11.31,6.02,5.29,1000,50000,1186.28,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Tannery|Tiltyard
"MaA/2HBastard+Crossbow/FullPlate (TY) [ImmU, GF, Rend, Cond+1]",Man-at-Arms,2HBastard,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Rend",Random,55723,30864,31939,924,119450,0.4665,0.2584,0.9923,0.6435,10.51,6.94,3.57,1000,50000,1114.46,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Tannery|Tiltyard
"MaA/Morningstar+Crossbow/FullPlate (TY) [ImmU, GF, Rend, Cond+1]",Man-at-Arms,Morningstar,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Rend",Random,52227,33343,32959,921,119450,0.4372,0.2791,0.9923,0.6103,9.76,7.91,1.85,1000,50000,1044.54,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Tannery|Tiltyard
"MaA/WarHammer+Longbow/FullPlate (TY) [ImmU, GF, Rend, Cond+1]",Man-at-Arms,War Hammer,,Full Plate,Longbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Rend",Random,51297,32186,35069,898,119450,0.4294,0.2695,0.9925,0.6145,9.55,6.44,3.10,1000,50000,1025.94,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Tannery|Tiltyard
"MaA/WarHammer+Javelin/FullPlate (TY) [ImmU, GF, Rend, Cond+1]",Man-at-Arms,War Hammer,,Full Plate,Javelin,True,50,"Cond Field,GF Armor,Immune Unwieldy,Rend",Random,48327,34694,35462,967,119450,0.4046,0.2904,0.9919,0.5821,9.00,7.55,1.45,1000,50000,966.54,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Tannery|Tiltyard
"MaA/WarHammer+Crossbow/FullPlate (TY) [ImmU, GF, Rend, Cond+1]",Man-at-Arms,War Hammer,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Rend",Random,47092,35383,36057,918,119450,0.3942,0.2962,0.9923,0.5710,8.81,8.51,0.31,1000,50000,941.84,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Tannery|Tiltyard
"MaA/Bastard+Longbow/Tower/FullPlate (TY) [ImmU, GF, Rend, Cond+1]",Man-at-Arms,Bastard Sword,Tower Shield,Full Plate,Longbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Rend",Random,57772,12995,47823,860,119450,0.4837,0.1088,0.9928,0.8164,13.82,3.14,10.68,800,40000,1444.30,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Joinery|MWRend|Tannery|Tiltyard
"MaA/Bastard+Javelin/Tower/FullPlate (TY) [ImmU, GF, Rend, Cond+1]",Man-at-Arms,Bastard Sword,Tower Shield,Full Plate,Javelin,True,50,"Cond Field,GF Armor,Immune Unwieldy,Rend",Random,57479,13207,47871,893,119450,0.4812,0.1106,0.9925,0.8132,13.75,3.46,10.28,800,40000,1436.97,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Joinery|MWRend|Tannery|Tiltyard
"MaA/Bastard+Crossbow/Tower/FullPlate (TY) [ImmU, GF, Rend, Cond+1]",Man-at-Arms,Bastard Sword,Tower Shield,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Rend",Random,57234,13210,48078,928,119450,0.4791,0.1106,0.9922,0.8125,13.79,4.01,9.77,800,40000,1430.85,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Joinery|MWRend|Tannery|Tiltyard
"MaA/Lance+Crossbow/FullPlate (TY) [ImmU, GF, Rend, Cond+1]",Man-at-Arms,Lance,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Rend",Random,57350,29160,32062,878,119450,0.4801,0.2441,0.9926,0.6629,10.66,5.46,5.19,1000,50000,1147.00,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Stable|Tannery|Tiltyard
"MaA/Lance3+Crossbow/FullPlate (TY) [ImmU, GF, Rend, Cond+1]",Man-at-Arms,Lance3,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Rend",Random,57428,29080,32084,858,119450,0.4808,0.2434,0.9928,0.6638,10.64,5.47,5.17,1000,50000,1148.56,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Stable|Tannery|Tiltyard
"MaA/Cavalry Spear+Crossbow/FullPlate (TY) [ImmU, GF, Rend, Cond+1]",Man-at-Arms,Cavalry Spear,,Full Plate,Crossbow,True,50,"Cond Field,GF Armor,Immune Unwieldy,Rend",Random,49740,33698,35066,946,119450,0.4164,0.2821,0.9921,0.5961,9.49,7.63,1.87,1000,50000,994.80,8,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Stable|Tannery|Tiltyard
"MaA/2HBastard+Longbow/FullPlate (TY) [Drilled, Cond+1, Nimble, GF, Rend, ImmU, Immune Strain]",Man-at-Arms,2HBastard,,Full Plate,Longbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,94226,14628,4608,838,114300,0.8244,0.1280,0.9927,0.8656,20.35,2.92,17.43,1000,50000,1884.52,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Royal Pavilion|Tannery|Tiltyard
"MaA/2HBastard+Javelin/FullPlate (TY) [Drilled, Cond+1, Nimble, GF, Rend, ImmU, Immune Strain]",Man-at-Arms,2HBastard,,Full Plate,Javelin,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,90997,17175,5248,880,114300,0.7961,0.1503,0.9923,0.8412,18.96,3.54,15.43,1000,50000,1819.94,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Royal Pavilion|Tannery|Tiltyard
"MaA/2HBastard+Crossbow/FullPlate (TY) [Drilled, Cond+1, Nimble, GF, Rend, ImmU, Immune Strain]",Man-at-Arms,2HBastard,,Full Plate,Crossbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,91034,17277,5172,817,114300,0.7964,0.1512,0.9929,0.8405,18.95,3.54,15.41,1000,50000,1820.68,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Royal Pavilion|Tannery|Tiltyard
"MaA/Morningstar+Crossbow/FullPlate (TY) [Drilled, Cond+1, Nimble, GF, Rend, ImmU, Immune Strain]",Man-at-Arms,Morningstar,,Full Plate,Crossbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,84625,21504,7285,886,114300,0.7404,0.1881,0.9922,0.7974,16.24,4.95,11.29,1000,50000,1692.50,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Royal Pavilion|Tannery|Tiltyard
"MaA/WarHammer+Longbow/FullPlate (TY) [Drilled, Cond+1, Nimble, GF, Rend, ImmU, Immune Strain]",Man-at-Arms,War Hammer,,Full Plate,Longbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,85569,20768,7041,922,114300,0.7486,0.1817,0.9919,0.8047,16.07,4.43,11.64,1000,50000,1711.38,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Royal Pavilion|Tannery|Tiltyard
"MaA/WarHammer+Javelin/FullPlate (TY) [Drilled, Cond+1, Nimble, GF, Rend, ImmU, Immune Strain]",Man-at-Arms,War Hammer,,Full Plate,Javelin,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,82357,23035,7995,913,114300,0.7205,0.2015,0.9920,0.7814,15.05,5.24,9.81,1000,50000,1647.14,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Royal Pavilion|Tannery|Tiltyard
"MaA/WarHammer+Crossbow/FullPlate (TY) [Drilled, Cond+1, Nimble, GF, Rend, ImmU, Immune Strain]",Man-at-Arms,War Hammer,,Full Plate,Crossbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,82038,23500,7916,846,114300,0.7177,0.2056,0.9926,0.7773,15.08,5.33,9.75,1000,50000,1640.76,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Royal Pavilion|Tannery|Tiltyard
"MaA/Lance+Crossbow/FullPlate (TY) [Drilled, Cond+1, Nimble, GF, Rend, ImmU, Immune Strain]",Man-at-Arms,Lance,,Full Plate,Crossbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,89266,18269,5870,895,114300,0.7810,0.1598,0.9922,0.8301,17.53,3.61,13.92,1000,50000,1785.32,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Royal Pavilion|Stable|Tannery|Tiltyard
"MaA/Lance3+Crossbow/FullPlate (TY) [Drilled, Cond+1, Nimble, GF, Rend, ImmU, Immune Strain]",Man-at-Arms,Lance3,,Full Plate,Crossbow,True,50,"Cond Field,Drilled,GF Armor,Immune Strain,Immune Unwieldy,Nimble,Rend",Random,89370,18289,5805,836,114300,0.7819,0.1600,0.9927,0.8301,17.58,3.58,13.99,1000,50000,1787.40,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|MWRend|Royal Pavilion|Stable|Tannery|Tiltyard
